x	y	showSelected1
3.49080095201086	2	1
3.42373724998233	2.8073549220576	2
3.58069693971244	3	3
3.91708519064057	3.58496250072116	4
3.59150980899465	3	5
3.63113925025681	2.8073549220576	6
3.56276854301652	2.58496250072116	7
3.65069597976061	3	8
2.71933128698373	1.58496250072116	9
2.57170883180869	2	10
2.23552844690755	1	11
3.32960124835652	2.32192809488736	12
3.02201573981772	2	13
2.79098847508882	1.58496250072116	14
2.45024910831936	1	15
3.04178731897175	1	16
3.50256366910736	2.32192809488736	17
3.14550717140966	1.58496250072116	18
3.10720996964787	1.58496250072116	19
1.70757017609794	0	20
3.0733517023869	2	21
2.56937390961505	2	22
4.08582553352074	3	23
2.96894968098134	1.58496250072116	24
2.15836249209525	0	25
3.99029444612844	2.8073549220576	26
3.69740372320049	2.8073549220576	27
3.66633074430197	2.58496250072116	28
3.60756224318359	2.58496250072116	29
3.34713478291002	2.32192809488736	30
3.088844562727	2	31
2.2718416065365	0	32
3.53071183798166	2	33
4.36359317885827	4.4594316186373	34
1.43136376415899	0	35
3.75197157473633	3	36
2.66464197555613	1	37
3.47173165148005	3	38
3.69161187421442	2.58496250072116	39
1.43136376415899	0	40
2.69722934275972	0	41
3.81875359049772	2.8073549220576	42
2.78461729263288	1	43
3.92623952104586	3.32192809488736	44
2.21748394421391	0	45
2.72672720902657	0	46
3.20817252666712	2	47
3.59703666497765	2.32192809488736	48
2.54654266347813	1	49
2.9804578922761	2	50
3.70977860184823	2.58496250072116	51
2.64542226934909	1	52
3.14176323027579	2.32192809488736	53
2.82801506422398	1	54
2.15533603746506	1	55
3.18920948958231	2	56
3.02036128264771	1	57
3.51468054412498	2.58496250072116	58
4.07744058447132	3.4594316186373	59
3.17551181336345	1.58496250072116	60
1.66275783168157	1	61
4.06133936683707	4	62
3.24723654950676	2	63
2.13033376849501	1	64
3.09656243837414	2	65
3.28780172993023	2.32192809488736	66
2.91222205653242	2	67
3.70688839498162	2.58496250072116	68
3.54406804435028	2.32192809488736	69
3.41229250932305	2.32192809488736	70
2.41497334797082	0	71
2.39445168082622	0	72
2.31597034545692	0	73
2.43616264704076	0	74
3.22993768590793	1.58496250072116	75
2.38381536598043	1	76
2.77305469336426	1.58496250072116	77
1.60205999132796	0	78
3.28847280059978	2.32192809488736	79
2.02118929906994	1	80
3.74671202251666	3.32192809488736	81
1.39794000867204	0	82
1.77815125038364	0	83
1.92941892571429	1	84
2.06818586174616	0	85
2.54406804435028	0	86
2.73239375982297	2	87
3.73527944806046	3.32192809488736	88
3.45893986189033	2.32192809488736	89
2.29003461136252	1	90
1.94448267215017	0	91
3.42143939022005	2	92
3.74468406327689	2.58496250072116	93
2.72672720902657	2	94
2.05690485133647	1	95
2.92272545799326	1	96
2.75739602879302	2	97
2.95616843047536	1	98
