x	y	clickSelects	xmin	xmax	ymin	ymax
22180	24	22200,0	22155	22205	-1	49
22230	24	22250,0	22205	22255	-1	49
22230	74	22250,50	22205	22255	49	99
22280	74	22300,50	22255	22305	49	99
22280	124	22300,100	22255	22305	99	149
22330	124	22350,100	22305	22355	99	149
22330	174	22350,150	22305	22355	149	199
22380	174	22400,150	22355	22405	149	199
22380	224	22400,200	22355	22405	199	249
22430	224	22450,200	22405	22455	199	249
22430	274	22450,250	22405	22455	249	299
22480	274	22500,250	22455	22505	249	299
22480	324	22500,300	22455	22505	299	349
22530	324	22550,300	22505	22555	299	349
22530	374	22550,350	22505	22555	349	399
22580	374	22600,350	22555	22605	349	399
22580	424	22600,400	22555	22605	399	449
22630	424	22650,400	22605	22655	399	449
22630	474	22650,450	22605	22655	449	499
22680	474	22700,450	22655	22705	449	499
22680	524	22700,500	22655	22705	499	549
22730	524	22750,500	22705	22755	499	549
22730	574	22750,550	22705	22755	549	599
22780	574	22800,550	22755	22805	549	599
22830	624	22850,600	22805	22855	599	649
22780	624	22800,600	22755	22805	599	649
22280	24	22300,0	22255	22305	-1	49
22380	124	22400,100	22355	22405	99	149
22480	224	22500,200	22455	22505	199	249
22580	324	22600,300	22555	22605	299	349
22680	424	22700,400	22655	22705	399	449
22780	524	22800,500	22755	22805	499	549
22330	74	22350,50	22305	22355	49	99
22430	174	22450,150	22405	22455	149	199
22530	274	22550,250	22505	22555	249	299
22630	374	22650,350	22605	22655	349	399
22730	474	22750,450	22705	22755	449	499
22830	574	22850,550	22805	22855	549	599
22880	624	22900,600	22855	22905	599	649
22330	24	22350,0	22305	22355	-1	49
22380	74	22400,50	22355	22405	49	99
22430	124	22450,100	22405	22455	99	149
22480	174	22500,150	22455	22505	149	199
22530	224	22550,200	22505	22555	199	249
22580	274	22600,250	22555	22605	249	299
22630	324	22650,300	22605	22655	299	349
22680	374	22700,350	22655	22705	349	399
22730	424	22750,400	22705	22755	399	449
22780	474	22800,450	22755	22805	449	499
22830	524	22850,500	22805	22855	499	549
22880	574	22900,550	22855	22905	549	599
22380	24	22400,0	22355	22405	-1	49
22480	124	22500,100	22455	22505	99	149
22580	224	22600,200	22555	22605	199	249
22680	324	22700,300	22655	22705	299	349
22880	524	22900,500	22855	22905	499	549
22430	74	22450,50	22405	22455	49	99
22530	174	22550,150	22505	22555	149	199
22630	274	22650,250	22605	22655	249	299
22730	374	22750,350	22705	22755	349	399
22780	424	22800,400	22755	22805	399	449
22830	474	22850,450	22805	22855	449	499
22930	574	22950,550	22905	22955	549	599
22430	24	22450,0	22405	22455	-1	49
22480	74	22500,50	22455	22505	49	99
22530	124	22550,100	22505	22555	99	149
22580	174	22600,150	22555	22605	149	199
22630	224	22650,200	22605	22655	199	249
22680	274	22700,250	22655	22705	249	299
22730	324	22750,300	22705	22755	299	349
22780	374	22800,350	22755	22805	349	399
22830	424	22850,400	22805	22855	399	449
22880	474	22900,450	22855	22905	449	499
22930	524	22950,500	22905	22955	499	549
22480	24	22500,0	22455	22505	-1	49
22580	124	22600,100	22555	22605	99	149
22680	224	22700,200	22655	22705	199	249
22780	324	22800,300	22755	22805	299	349
22880	424	22900,400	22855	22905	399	449
22530	74	22550,50	22505	22555	49	99
22630	174	22650,150	22605	22655	149	199
22730	274	22750,250	22705	22755	249	299
22830	374	22850,350	22805	22855	349	399
22930	474	22950,450	22905	22955	449	499
22980	524	23000,500	22955	23005	499	549
22530	24	22550,0	22505	22555	-1	49
22580	74	22600,50	22555	22605	49	99
22630	124	22650,100	22605	22655	99	149
22680	174	22700,150	22655	22705	149	199
22730	224	22750,200	22705	22755	199	249
22780	274	22800,250	22755	22805	249	299
22830	324	22850,300	22805	22855	299	349
22880	374	22900,350	22855	22905	349	399
22930	424	22950,400	22905	22955	399	449
22980	474	23000,450	22955	23005	449	499
22580	24	22600,0	22555	22605	-1	49
22680	124	22700,100	22655	22705	99	149
22780	224	22800,200	22755	22805	199	249
22880	324	22900,300	22855	22905	299	349
22630	74	22650,50	22605	22655	49	99
22730	174	22750,150	22705	22755	149	199
22830	274	22850,250	22805	22855	249	299
22930	374	22950,350	22905	22955	349	399
22980	424	23000,400	22955	23005	399	449
23030	474	23050,450	23005	23055	449	499
22630	24	22650,0	22605	22655	-1	49
22680	74	22700,50	22655	22705	49	99
22730	124	22750,100	22705	22755	99	149
22780	174	22800,150	22755	22805	149	199
22830	224	22850,200	22805	22855	199	249
22880	274	22900,250	22855	22905	249	299
22930	324	22950,300	22905	22955	299	349
22980	374	23000,350	22955	23005	349	399
23030	424	23050,400	23005	23055	399	449
22680	24	22700,0	22655	22705	-1	49
22780	124	22800,100	22755	22805	99	149
22880	224	22900,200	22855	22905	199	249
22980	324	23000,300	22955	23005	299	349
22730	74	22750,50	22705	22755	49	99
22830	174	22850,150	22805	22855	149	199
22930	274	22950,250	22905	22955	249	299
23030	374	23050,350	23005	23055	349	399
23080	424	23100,400	23055	23105	399	449
22730	24	22750,0	22705	22755	-1	49
22780	74	22800,50	22755	22805	49	99
22830	124	22850,100	22805	22855	99	149
22880	174	22900,150	22855	22905	149	199
22930	224	22950,200	22905	22955	199	249
22980	274	23000,250	22955	23005	249	299
23030	324	23050,300	23005	23055	299	349
23080	374	23100,350	23055	23105	349	399
22780	24	22800,0	22755	22805	-1	49
22880	124	22900,100	22855	22905	99	149
22980	224	23000,200	22955	23005	199	249
22830	74	22850,50	22805	22855	49	99
22930	174	22950,150	22905	22955	149	199
23030	274	23050,250	23005	23055	249	299
23080	324	23100,300	23055	23105	299	349
23130	374	23150,350	23105	23155	349	399
22830	24	22850,0	22805	22855	-1	49
22880	74	22900,50	22855	22905	49	99
22930	124	22950,100	22905	22955	99	149
22980	174	23000,150	22955	23005	149	199
23030	224	23050,200	23005	23055	199	249
23080	274	23100,250	23055	23105	249	299
23130	324	23150,300	23105	23155	299	349
22880	24	22900,0	22855	22905	-1	49
22980	124	23000,100	22955	23005	99	149
23080	224	23100,200	23055	23105	199	249
22930	74	22950,50	22905	22955	49	99
23030	174	23050,150	23005	23055	149	199
23130	274	23150,250	23105	23155	249	299
23180	324	23200,300	23155	23205	299	349
22930	24	22950,0	22905	22955	-1	49
22980	74	23000,50	22955	23005	49	99
23030	124	23050,100	23005	23055	99	149
23080	174	23100,150	23055	23105	149	199
23130	224	23150,200	23105	23155	199	249
23180	274	23200,250	23155	23205	249	299
22980	24	23000,0	22955	23005	-1	49
23080	124	23100,100	23055	23105	99	149
23180	224	23200,200	23155	23205	199	249
23030	74	23050,50	23005	23055	49	99
23130	174	23150,150	23105	23155	149	199
23230	274	23250,250	23205	23255	249	299
23030	24	23050,0	23005	23055	-1	49
23080	74	23100,50	23055	23105	49	99
23130	124	23150,100	23105	23155	99	149
23180	174	23200,150	23155	23205	149	199
23230	224	23250,200	23205	23255	199	249
23080	24	23100,0	23055	23105	-1	49
23180	124	23200,100	23155	23205	99	149
23130	74	23150,50	23105	23155	49	99
23230	174	23250,150	23205	23255	149	199
23280	224	23300,200	23255	23305	199	249
23130	24	23150,0	23105	23155	-1	49
23180	74	23200,50	23155	23205	49	99
23230	124	23250,100	23205	23255	99	149
23280	174	23300,150	23255	23305	149	199
23180	24	23200,0	23155	23205	-1	49
23280	124	23300,100	23255	23305	99	149
23230	74	23250,50	23205	23255	49	99
23330	174	23350,150	23305	23355	149	199
23230	24	23250,0	23205	23255	-1	49
23280	74	23300,50	23255	23305	49	99
23330	124	23350,100	23305	23355	99	149
